PERMIT.NUMBER,OWNER.NAME,OPERATING.NAME,STREET,CITY,STATE,ZIP,ZIP4,COUNTY,full_address,Lat,Lng
NC-S-20047,GOLD LEAF DISTILLING COMPANY,GOLD LEAF DISTILLING,209 1/2 TECHNOLOGY PARK LN,FUQUAY VARINA,NC,27526,0,Wake,209 1/2 TECHNOLOGY PARK LN FUQUAY VARINA NC 27526,35.6197808,-78.8088173
NC-S-20048,"SMBV, LLC",SOUTH MOUNTAIN DISTILLING COMPANY,1027 MALCOLM BLVD,RUTHERFORD COLLEGE,NC,28671,0,Burke,1027 MALCOLM BLVD RUTHERFORD COLLEGE NC 28671,35.7542894,-81.5276492
NC-S-20049,OAK & GRIST DISTILLING COMPANY L.L.C.,OAK & GRIST DISTILLING COMPANY,1556 GROVESTONE RD,BLACK MOUNTAIN,NC,28711,0,Buncombe,1556 GROVESTONE RD BLACK MOUNTAIN NC 28711,35.6078492,-82.3617852
NC-S-20050,TWO DOORS DISTILLING LLC,Â,609 FOSTER ST,DURHAM,NC,27701,0,Durham,609 FOSTER ST DURHAM NC 27701,36.002705,-78.901697
NC-S-20051,"SOUTHERN DISTILLING COMPANY, LLC",Â,211 JENNINGS RD,STATESVILLE,NC,28625,0,Â,211 JENNINGS RD STATESVILLE NC 28625,35.857045,-80.860638
NC-S-20052,"GUNPOWDER CREEK DISTILLERS, LLC",GUNPOWDER CREEK DISTILLERS,1260 25TH STREET PL SE,HICKORY,NC,28602,0,Catawba,1260 25TH STREET PL SE HICKORY NC 28602,35.7084146,-81.2891931
NC-S-20053,BARRISTER AND BREWER LLC,BARRISTER & BREWER DISTILLING COMPANY,1212 N MINERAL SPRINGS RD,DURHAM,NC,27703,0,Durham,1212 N MINERAL SPRINGS RD DURHAM NC 27703,35.998861,-78.803728
NC-S-4,"PIEDMONT DISTILLERS, INC.",Â,3960 US HIGHWAY 220,MADISON,NC,27025,0,ROCKINGHAM,3960 US HIGHWAY 220 MADISON NC 27025,36.354719,-79.947929
ND-S-15001,"MAPLE RIVER DISTILLERY, LLC",Â,4 LANGER AVE N,CASSELTON,ND,58012,0,CASS,4 LANGER AVE N CASSELTON ND 58012,46.9005353,-97.2113921
ND-S-15002,"POINTE OF VIEW WINERY, L.L.C.",JEFF TAYLOR DISTILLERY,8413 19TH AVE NW,BURLINGTON,ND,58722,9550,WARD,8413 19TH AVE NW BURLINGTON ND 58722,48.2527486,-101.4285228
ND-S-15003,"MOON RIVER DISTILLERY, INC.",MOON RIVER DISTILLERY,6966 HIGHWAY 18,PARK RIVER,ND,58270,9352,WALSH,6966 HIGHWAY 18 PARK RIVER ND 58270,48.4093786,-97.6221696
ND-S-20001,"PROOF ARTISAN DISTILLERS, LLC",PROOF ARTISAN DISTILLERS,414 N 4TH AVE,FARGO,ND,58102,0,Cass,414 N 4TH AVE FARGO ND 58102,46.8799087,-96.7855679
NE-S-15002,COOPER'S CHASE DISTILLERY L.L.C.,Â,584 18TH RD,WEST POINT,NE,68788,4515,CUMING,584 18TH RD WEST POINT NE 68788,41.8128795,-96.6907104
NE-S-15003,"CUT SPIKE DISTILLERY, LLC",Â,11941 CENTENNIAL RD,LA VISTA,NE,68128,5623,SARPY,11941 CENTENNIAL RD LA VISTA NE 68128,41.1697047,-96.0996747
NE-S-15004,"NEBRASKA CORN PROCESSING, LLC",Â,107 POTTER ST,CAMBRIDGE,NE,69022,6539,FURNAS,107 POTTER ST CAMBRIDGE NE 69022,40.279107,-100.1618098
NE-S-15005,"PRAIRIE SPIRITS, INC.",Â,45360 DRIVE 797,ANSLEY,NE,68814,5107,CUSTER,45360 DRIVE 797 ANSLEY NE 68814,41.372039,-99.3546059
NE-S-20001,PATRIARCH DISTILLERS LLC,Â,12251 CARY CIR,LA VISTA,NE,68128,0,Sarpey,12251 CARY CIR LA VISTA NE 68128,41.174014,-96.104255
NE-S-20002,"BORGATA BREWING AND DISTILLING, LLC",BORGATA BREWING AND DISTILLING,1116 JACKSON ST,OMAHA,NE,68102,0,Douglas,1116 JACKSON ST OMAHA NE 68102,41.2547209,-95.9313978
NE-S-20003,"SALT VALLEY SPIRITS, LLC",Â,500 W SOUTH ST,LINCOLN,NE,68522,0,Lancaster,500 W SOUTH ST LINCOLN NE 68522,40.7922638,-96.7275488
NE-S-20004,"VALERO RENEWABLE FUELS COMPANY, LLC",VALERO ALBION PLANT,2615 260TH ST,ALBION,NE,68620,5860,Â,2615 260TH ST ALBION NE 68620,41.6833317,-98.0229212
NE-S-20005,"LAZY RW ENTERPRISES, LLC",Â,511 S ASH ST,MOOREFIELD,NE,69039,5134,Â,511 S ASH ST MOOREFIELD NE 69039,40.6881584,-100.3996518
NE-S-83,"ABENGOA BIOENERGY COMPANY, LLC",Â,1414 ROAD O,YORK,NE,68467,8326,YORK,1414 ROAD O YORK NE 68467,40.868227,-97.5397415
NH-S-15003,LEVECKE CORPORATION,Â,11 COMMERCE AVE,LONDONDERRY,NH,3053,4402,ROCKINGHAM,11 COMMERCE AVE LONDONDERRY NH 3053,42.922898,-71.4330565
NH-S-15005,"FABRIZIA SPIRITS, LLC",Â,2 INDUSTRIAL WAY,SALEM,NH,3079,5856,ROCKINGHAM,2 INDUSTRIAL WAY SALEM NH 3079,42.7800701,-71.2513396
NH-S-15006,THE SEA HAGG DISTILLERY LLC,The Sea Hagg Distillery,135 LAFAYETTE RD,NORTH HAMPTON,NH,3862,2446,ROCKINGHAM,135 LAFAYETTE RD NORTH HAMPTON NH 3862,42.986104,-70.8279
NH-S-15009,MOUNT WASHINGTON DISTILLERS LLC,Â,19 FIELD LN,BELMONT,NH,3220,0,BELKNAP,19 FIELD LN BELMONT NH 3220,43.4309981,-71.470592
NH-S-20001,"FLAG HILL DISTILLERY, LLC",FLAG HILL DISTILLERY,297 N RIVER RD,LEE,NH,3861,6213,Strafford,297 N RIVER RD LEE NH 3861,43.0827466,-71.0278099
NH-S-20002,"SMOKY QUARTZ DISTILLERY, LLC",Â,894 LAFAYETTE RD,SEABROOK,NH,3874,0,USA,894 LAFAYETTE RD SEABROOK NH 3874,42.901866,-70.867948
NH-S-20003,"DJINN SPIRITS, LLC",DJINN SPIRITS,2 TOWNSEND WEST,NASHUA,NH,3063,1277,Hillsborough,2 TOWNSEND WEST NASHUA NH 3063,42.7886935,-71.5174516
NH-S-20004,"MAGARI, LLC",Â,285 STAGE RD,HAMSTEAD,NH,3841,0,USA,285 STAGE RD HAMSTEAD NH 3841,42.8570165,-71.1745646
NH-S-20005,CANTERBURY SPIRITS LLC,COLD GARDEN SPIRITS,338 SHAKER RD,CANTERBURY,NH,3224,0,Merrimack,338 SHAKER RD CANTERBURY NH 3224,43.3633036,-71.4913873
NH-S-20006,"TALL SHIP DISTILLERY, LLC",Â,32 CROSBY ROAD,DOVER,NH,3820,0,Â,32 CROSBY ROAD DOVER NH 3820,43.186701,-70.915832
NH-S-20007,"SAZERAC OF NEW HAMPSHIRE, LLC",Â,11 COMMERCE AVE,LONDONDERRY,NH,3053,2041,Rockingham,11 COMMERCE AVE LONDONDERRY NH 3053,42.922898,-71.4330565
NH-S-20008,TRANSCENDENTAL SPIRITS LLC,TAMWORTH DISTILLERY,15 CLEVELAND HILL RD,TAMWORTH,NH,3886,0,Carroll,15 CLEVELAND HILL RD TAMWORTH NH 3886,43.8594071,-71.2665894
NH-S-20009,ROBERT ALEXANDER PATTON SPRUILL,NEW ENGLAND SWEETWATER FARM AND DISTILLERY,136 MAIN ST,WINCHESTER,NH,3470,0,Cheshire County,136 MAIN ST WINCHESTER NH 3470,42.7733609,-72.3836769
NH-S-20010,"HAUNTING WHISPER, LLC",HAUNTING WHISPER SPIRITS,77 OAK RIDGE DR,DANBURY,NH,3230,219,Â,77 OAK RIDGE DR DANBURY NH 3230,43.5426451,-71.8828457
NH-S-20011,"COPPER CANNON DISTILLERY, LLC",Â,2 LYMAN WAY,WEST CHESTERFIELD,NH,3466,0,Â,2 LYMAN WAY WEST CHESTERFIELD NH 3466,42.887331,-72.5362612
NH-S-20012,"PTS FOOD ENTERPRISES, LLC",Â,500 COMMERCIAL ST,MANCHESTER,NH,3101,0,Hillsborough,500 COMMERCIAL ST MANCHESTER NH 3101,42.9946511,-71.4679349
NH-S-20013,FRANK MARINO,BLACK COVE BEVERAGES,343 DANIEL WEBSTER HWY,MEREDITH,NH,3253,0,Belknap,343 DANIEL WEBSTER HWY MEREDITH NH 3253,43.6234854,-71.4859251
NJ-S-15001,ATLANTIC BOTTLING LLC,Â,23 CINDY LN,OCEAN,NJ,7712,7277,MONMOUTH,23 CINDY LN OCEAN NJ 7712,40.2665347,-74.0473468
NJ-S-15004,LLOYD'S ORIGINAL INC,Â,3068 SHAFTO RD,TINTON FALLS,NJ,7753,7552,MONMOUTH,3068 SHAFTO RD TINTON FALLS NJ 7753,40.237334,-74.105422
NJ-S-15010,"BIG STILL LIQUORS, LLC",Â,27A SEBAGO ST,CLIFTON,NJ,7013,0,PASSAIC,27A SEBAGO ST CLIFTON NJ 7013,40.8636545,-74.1561914
NJ-S-15011,"L. D. ACEPRO, INC.",ACE BEVERAGES,100 LOUIS ST,SOUTH HACKENSACK,NJ,7606,0,BERGEN,100 LOUIS ST SOUTH HACKENSACK NJ 7606,40.8578871,-74.0476084
NJ-S-20001,"COOPER RIVER DISTILLERS, LLC",COOPER RIVER DISTILLERS,34 N 4TH ST,CAMDEN,NJ,8102,0,Camden,34 N 4TH ST CAMDEN NJ 8102,39.9456017,-75.1223983
NJ-S-20003,CMY DISTILLERY LIMITED LIABILITY COMPANY,Â,371 ROUTE 47,CAPE MAY COURTHOUSE,NJ,8219,0,Cape May,371 ROUTE 47 CAPE MAY COURTHOUSE NJ 8219,39.0533122,-74.9014069
NJ-S-20004,"AXIOS & SONS, LLC",LAZY EYE DISTILLERY,1328 HARDING HWY,RICHLAND,NJ,8350,2445,Atlantic,1328 HARDING HWY RICHLAND NJ 8350,39.490286,-74.867454
NJ-S-20005,"CHELSEA FORGE VINTNERS, L.L.C.",Â,269 ROUTE 627,MILFORD,NJ,8848,0,Â,269 ROUTE 627 MILFORD NJ 8848,40.573863,-75.1586837
NJ-S-20006,THE GREAT NOTCH DISTILLERY LIMITED LIABILITY COMPANY,Â,465 WEST MAIN ST,WYCKOFF,NJ,7481,0,Bergen,465 WEST MAIN ST WYCKOFF NJ 7481,41.014448,-74.177165
NJ-S-20007,CLAREMONT DISTILLED SPIRITS INC,Â,25 COMMERCE RD,FAIRFIELD,NJ,7004,0,Â,25 COMMERCE RD FAIRFIELD NJ 7004,40.870782,-74.32169
NJ-S-20008,"AXIOS & SONS, LLC",LAZY EYE DISTILLERY,135 E SPICER AVE,WILDWOOD,NJ,8260,4724,Cape May,135 E SPICER AVE WILDWOOD NJ 8260,38.9885,-74.817063
NJ-S-20009,"UNIVERSAL SYNERGETICS, INC.",T.H.E.M. OF NEW JERSEY,5 E STOW RD,MARLTON,NJ,8053,0,Burlington,5 E STOW RD MARLTON NJ 8053,39.9143737,-74.9294374
NJ-S-20010,TRENTON FARMS LLC,Â,51 TUCKER ST,TRENTON,NJ,8618,0,Mercer,51 TUCKER ST TRENTON NJ 8618,40.224733,-74.7669279
NJ-S-20011,SILK CITY DISTILLERS LLC,Â,321 RIVER RD,CLIFTON,NJ,7014,0,Â,321 RIVER RD CLIFTON NJ 7014,40.8270596,-74.1253167
NJ-S-20012,HEATHERMEADE DISTILLING LLC,Â,835 FAIRFIELD AVE,KENILWORTH,NJ,7033,0,USA,835 FAIRFIELD AVE KENILWORTH NJ 7033,40.670251,-74.2769689
NJ-S-20013,JERSEY SPIRITS DISTILLING CO.,Â,1275 BLOOMFIELD AVE,FAIRFIELD,NJ,7004,2736,Essex,1275 BLOOMFIELD AVE FAIRFIELD NJ 7004,40.8604489,-74.317441
NJ-S-20014,PINE TAVERN DISTILLERY LLC,Â,149A PINE TAVERN RD,MONROEVILLE,NJ,8343,1768,Salem,149A PINE TAVERN RD MONROEVILLE NJ 8343,39.618394,-75.197833
NJ-S-20015,"PHARMCO PRODUCTS, INC.",PHARMCO-AAPER,55 RIVER RD,FLEMINGTON,NJ,8822,0,Hunterdon,55 RIVER RD FLEMINGTON NJ 8822,40.5227878,-74.8330548
NJ-S-20016,"EAST COAST DISTILLING, LLC",Â,20 PETERSON AVE,MILLVILLE,NJ,8332,0,Cumberland,20 PETERSON AVE MILLVILLE NJ 8332,39.3722536,-75.0713474
NJ-S-20017,COPPER KETTLE SPIRITS LLC,Â,54 W MAIN STREET,FREEHOLD,NJ,7728,0,MONMOUTH,54 W MAIN STREET FREEHOLD NJ 7728,40.2586573,-74.2759537
NJ-S-20018,"DUMBASS WHISKEY, LLC",Â,101 ALEXANDER AVE,POMPTON PLAINS,NJ,7444,0,MORRIS,101 ALEXANDER AVE POMPTON PLAINS NJ 7444,40.956151,-74.288096
NJ-S-20019,"FINAO DISTILLING, LLC",FINAO DISTILLING,6 CHESTNUT ST,SOMERS POINT,NJ,8244,0,Atlantic,6 CHESTNUT ST SOMERS POINT NJ 8244,39.311046,-74.6162055
NJ-S-20020,"GANTER DISTILLERS, LLC",GANTER DISTILLERS,807 BALTIC AVE,ATLANTIC CITY,NJ,8401,0,Atlantic,807 BALTIC AVE ATLANTIC CITY NJ 8401,39.368026,-74.422942
NJ-S-20021,GLOBAL ESSENCE INC.,Â,8 MARLEN DR,HAMILTON,NJ,8691,0,Mercer,8 MARLEN DR HAMILTON NJ 8691,40.2042,-74.627393
NJ-S-20022,CAPE MAY SPIRITS LLC,NAUTI SPIRITS,916 SHUNPIKE RD,CAPE MAY,NJ,8204,0,Cape May,916 SHUNPIKE RD CAPE MAY NJ 8204,38.970707,-74.933454
NJ-S-20023,TRAIN WRECK DISTILLERY LLC,Â,25 MADISON AVE,MOUNT HOLLY,NJ,8060,0,USA,25 MADISON AVE MOUNT HOLLY NJ 8060,39.9913,-74.7924
NJ-S-20024,MILK STREET DISTILLERY LIMITED LIABILITY COMPANY,Â,1 MILK ST,BRANCHVILLE,NJ,7826,0,Sussex,1 MILK ST BRANCHVILLE NJ 7826,41.14538,-74.7471319
NJ-S-20025,"DISCH & SONS DISTILLERS, LLC",SOURLAND MOUNTAIN SPIRITS,130 HOPEWELL-ROCKY HILL RD,HOPEWELL,NJ,8525,0,Mercer,130 HOPEWELL-ROCKY HILL RD HOPEWELL NJ 8525,40.394526,-74.746533
NJ-S-20026,SKUNKTOWN DISTILLERY LLC,SKUNKTOWN DISTILLERY,12 MINNEAKONING RD BLDG B,FLEMINGTON,NJ,8822,0,Hunterdon,12 MINNEAKONING RD BLDG B FLEMINGTON NJ 8822,40.529407,-74.8498751
NJ-S-3,"PRIDE SOLVENTS & CHEMICAL CO. OF NEW JERSEY, INC.",Â,211 RANDOLPH AVE,AVENEL,NJ,7001,0,MIDDLESEX,211 RANDOLPH AVE AVENEL NJ 7001,40.5968912,-74.2553024
NJ-S-574,"THE BLACK PRINCE DISTILLERY, INC.",Â,691 CLIFTON AVE,CLIFTON,NJ,7015,0,PASSAIC,691 CLIFTON AVE CLIFTON NJ 7015,40.8699872,-74.1538227
NJ-S-582,"WILLIAM GRANT & SONS, INC.",WILLIAM GRANT & SONS USA,130 FIELDCREST AVE,EDISON,NJ,8837,3620,MIDDLESEX,130 FIELDCREST AVE EDISON NJ 8837,40.5144654,-74.3445568
NJ-S-60,LAIRD & COMPANY,Â,1 LAIRD RD,SCOBEYVILLE,NJ,7724,9724,MONMOUTH,1 LAIRD RD SCOBEYVILLE NJ 7724,40.304332,-74.143728
NM-S-15005,"DOLIN DISTILLERY, INC.",DON QUIXOTE DISTILLERY,236 RIO BRAVO,LOS ALAMOS,NM,87544,3847,LOS ALAMOS,236 RIO BRAVO LOS ALAMOS NM 87544,35.801426,-106.205939
NM-S-15006,"KGB SPIRITS, LLC",Â,183 COUNTY ROAD 41,ALCALDE,NM,87511,0,RIO ARRIBA,183 COUNTY ROAD 41 ALCALDE NM 87511,36.1278853,-106.0180789
NM-S-15008,"SANTA FE DISTILLERY, L.L.C.",SANTA FE SPIRITS,7505 MALLARD WAY,SANTA FE,NM,87507,9194,SANTA FE,7505 MALLARD WAY SANTA FE NM 87507,35.6360914,-106.065426
NM-S-20001,LITTLE TOAD CREEK LLC,LITTLE TOAD CREEK DISTILLERY,1122 HWY 35,MIMBRES,NM,88049,0,Grant,1122 HWY 35 MIMBRES NM 88049,32.9393281,-108.0179587
NM-S-20002,LEFT TURN INC.,LEFT TURN DISTILLING,"2924 GIRARD BLVD, NE",ALBUQUERQUE,NM,87107,0,Â,"2924 GIRARD BLVD, NE ALBUQUERQUE NM 87107",35.1156595,-106.6135893
NM-S-20003,"ALGODONES DISTILLERY, LLC",Â,15 CALLE ALFREDO,ALGODONES,NM,87001,8025,Sandoval County,15 CALLE ALFREDO ALGODONES NM 87001,35.382018,-106.485799
NM-S-20005,"AZTEC SPIRITS, LLC",Â,36 BISBEE CT,SANTA FE,NM,87508,0,Santa Fe,36 BISBEE CT SANTA FE NM 87508,35.595667,-106.043705
NM-S-20006,TURQUOISE TRAIL FINE SPIRITS LLC,Â,1630 UPPER CANYON RD,SANTA FE,NM,87501,0,Â,1630 UPPER CANYON RD SANTA FE NM 87501,35.6856648,-105.8966384
NM-S-20007,"365 BREWING AND DISTILLING COMPANY, LLC",DISTILLERY 365,2921 STANFORD DR NE,ALBUQUERQUE,NM,87107,0,Bernalillo,2921 STANFORD DR NE ALBUQUERQUE NM 87107,35.114095,-106.617792
NM-S-20008,"STILL SPIRITS, LLC",Â,120 NW MARBLE AVE,ALBUQUERQUE,NM,87102,0,Bernalillo,120 NW MARBLE AVE ALBUQUERQUE NM 87102,35.0925571,-106.6466737
NM-S-20009,"THREE RIVERS BREWING COMPANY, LLC",Â,101 E MAIN ST,FARMINGTON,NM,87401,0,Â,101 E MAIN ST FARMINGTON NM 87401,36.7287981,-108.2053871
NM-S-20010,"ALBUQUERQUE DISTILLING, LLC",ALBUQUERQUE DISTILLING,5001 NE CENTRAL AVE,ALBUQUERQUE,NM,87112,0,Bernalillo,5001 NE CENTRAL AVE ALBUQUERQUE NM 87112,35.078764,-106.58902
NULL,INTERNATIONAL-MATEX TANK TERMINALS LLC,Â,11842 RIVER RD,ST. ROSE,LA,70087,0,St. Charles Parish,11842 RIVER RD ST. ROSE LA 70087,29.9427857,-90.3210238
NV-S-1,"EGGNOG, LLC",FRANCOVICH DISTILLERS,1345 W 4TH ST,RENO,NV,89503,5147,WASHOE,1345 W 4TH ST RENO NV 89503,39.5259012,-119.8313532
NV-S-15002,NLV TEQUILA BOTTLING LLC,Â,730 W CHEYENNE AVE,NORTH LAS VEGAS,NV,89030,0,CLARK,730 W CHEYENNE AVE NORTH LAS VEGAS NV 89030,36.2189211,-115.1514363
NV-S-15003,"CHURCHILL VINEYARDS, LLC",CHURCHHILL VINEYARDS,1045 DODGE LN,FALLON,NV,89406,9280,CHURCHILL,1045 DODGE LN FALLON NV 89406,39.368858,-118.759735
NV-S-15004,"LAS VEGAS DISTILLERY, LLC",Â,7330 EASTGATE RD,HENDERSON,NV,89011,4048,CLARK,7330 EASTGATE RD HENDERSON NV 89011,36.0543244,-115.0192352
NV-S-15005,"CONTINUUM PACKING SOLUTIONS, LLC",Â,2232 MERIDIAN BLVD,MINDEN,NV,89423,0,DOUGLAS,2232 MERIDIAN BLVD MINDEN NV 89423,38.999932,-119.767604
NV-S-15006,NEVADA DISTILLING COMPANY LLC,NEVADA H&C DISTILLING CO.,418 W MESQUITE AVE,LAS VEGAS,NV,89106,4606,CLARK,418 W MESQUITE AVE LAS VEGAS NV 89106,36.17615,-115.147352
NV-S-20001,PECKMANS POPS LLC,PECKMANS POPS,6625 S VALLEY VIEW BLVD,LAS VEGAS,NV,89118,4527,Clark,6625 S VALLEY VIEW BLVD LAS VEGAS NV 89118,36.0690142,-115.1912281
NV-S-20002,SEVEN TROUGHS DISTILLING COMPANY,Â,1155 WATSON WAY,SPARKS,NV,89431,0,USA,1155 WATSON WAY SPARKS NV 89431,39.5247575,-119.7342991
NV-S-20003,JEREMY BAUMANN AND ASHLEY BAUMANN,VERDI LOCAL DISTILLERY,1155 HIGHWAY 40,VERDI,NV,89439,0,Â,1155 HIGHWAY 40 VERDI NV 89439,39.6066649,-119.223708
NV-S-20004,"THE DEPOT, LLC",Â,325 E 4TH ST,RENO,NV,89512,0,USA,325 E 4TH ST RENO NV 89512,39.531084,-119.809555
NV-S-20005,PIE IN THE SKY LLC.,MOMENTI SPIRITED ICE CREAMS,4061 SILVERSTRI LN,LAS VEGAS,NV,89120,0,Â,4061 SILVERSTRI LN LAS VEGAS NV 89120,36.076224,-115.0855294
NV-S-20006,"BRANDED HEARTS DISTILLERY, INC.",Â,121 WOODLAND AVE,RENO,NV,89523,8944,Â,121 WOODLAND AVE RENO NV 89523,39.5048559,-119.8972347
NV-S-20007,BENTLY HERITAGE L.L.C.,Â,1711 ORBIT WAY,MINDEN,NV,89423,0,Douglas,1711 ORBIT WAY MINDEN NV 89423,38.963011,-119.721612
NV-S-20008,TAHOE MOONSHINE DISTILLERY,Â,148 HIGHWAY 50,STATELINE,NV,89449,0,Douglas,148 HIGHWAY 50 STATELINE NV 89449,38.9685243,-119.9362947
NV-S-20009,DAMON INDUSTRIES,Â,822 PACKER WAY,SPARKS,NV,89431,6445,Â,822 PACKER WAY SPARKS NV 89431,39.5261983,-119.7309357
NV-S-20010,"PRONGHORN SPIRITS, LLC",Â,31 CARRY WAY,MOUND HOUSE,NV,89706,0,Lyon,31 CARRY WAY MOUND HOUSE NV 89706,39.2273349,-119.663056
NV-S-20011,WHIPPLE BREWING AND DISTILLING COMPANY LLC,Â,490 MILL ST,RENO,NV,89502,0,Washoe,490 MILL ST RENO NV 89502,39.5255398,-119.8057904
NV-S-20012,K&M STILLWATER DISTILLERY LLC,K&M STILLWATER DISTILLERY,994 E GLENDALE AVE,SPARKS,NV,89431,0,Washoe,994 E GLENDALE AVE SPARKS NV 89431,39.5272983,-119.7264115
NV-S-20013,VAPOUR POINT LLC,Â,401 W. RAMSEY ST,GOLDFIELD,NV,89013,0,Esmeralda,401 W. RAMSEY ST GOLDFIELD NV 89013,37.7071341,-117.2294302
NY-S-1,KINGS ACTION GROUP CORP.,Â,4100 1ST AVE,BROOKLYN,NY,11232,3303,KINGS,4100 1ST AVE BROOKLYN NY 11232,40.6552965,-74.0143537
NY-S-15000,"TUTHILLTOWN SPIRITS, LLC",Â,14 GRIST MILL LAND,GARDINER,NY,12525,0,ULSTER,14 GRIST MILL LAND GARDINER NY 12525,41.6798157,-74.1504231
NY-S-15001,"DEMAREST HILL WINERY, INC.",Â,81 PINE ISLAND TPKE,WARWICK,NY,10990,2710,ORANGE,81 PINE ISLAND TPKE WARWICK NY 10990,41.26362,-74.374072
NY-S-15002,"ROBERT MAZZA, INC.",MAZZA CHAUTAUQUA CELLARS,8398 W ROUTE 20,WESTFIELD,NY,14787,0,CHAUTAUQUA,8398 W ROUTE 20 WESTFIELD NY 14787,42.3076053,-79.6059983
NY-S-15004,"ROCK STREAM VINEYARDS, LLC",Â,162 FIR TREE POINT RD,ROCK STREAM,NY,14878,9700,SCHUYLER,162 FIR TREE POINT RD ROCK STREAM NY 14878,42.472324,-76.919089
NY-S-15005,"DUNDEE FOODS, LLC",LIDESTRI SPIRITS,1050 LEE RD,ROCHESTER,NY,14606,0,MONROE,1050 LEE RD ROCHESTER NY 14606,43.1846464,-77.6804648
NY-S-15009,"MAGNANINI FARM WINERY, INC.",Â,172 STRAWRIDGE RD,WALLKILL,NY,12589,3905,ULSTER,172 STRAWRIDGE RD WALLKILL NY 12589,41.5973572,-74.1522441
NY-S-15010,"HARVEST SPIRITS, LLC",Â,3074 U S ROUTE 9,VALATIE,NY,12184,0,COLUMBIA,3074 U S ROUTE 9 VALATIE NY 12184,42.4356436,-73.6865131
NY-S-15014,"LONG ISLAND SPIRITS, INC.",Â,2182 SOUND AVE,BAITING HOLLOW,NY,11933,1280,SUFFOLK,2182 SOUND AVE BAITING HOLLOW NY 11933,40.9556584,-72.7529775
NY-S-15015,"LAKE PLACID SPIRITS, LLC",Â,5740 CASCADE RD,LAKE PLACID,NY,12946,0,ESSEX,5740 CASCADE RD LAKE PLACID NY 12946,44.2669739,-73.9714431
NY-S-15017,CHERYL AMBER LINS,DELAWARE PHOENIX DISTILLERY,144 DELAWARE ST,WALTON,NY,13856,1347,DELAWARE,144 DELAWARE ST WALTON NY 13856,42.168433,-75.1302611
NY-S-15018,FINGER LAKES DISTILLING LLC,Â,4676 NYS ROUTE 414,BURDETT,NY,14818,0,SCHUYLER,4676 NYS ROUTE 414 BURDETT NY 14818,42.4400099,-76.8634871
NY-S-15020,"BEAK & SKIFF APPLE FARMS, INC.",Â,4473 CHERRY VALLEY TURNPIKE,LAFAYETTE,NY,13084,0,ONONDAGA,4473 CHERRY VALLEY TURNPIKE LAFAYETTE NY 13084,42.8919859,-76.0994626
NY-S-15023,KINGS COUNTY DISTILLERY LLC,Â,63 FLUSHING AVE,BROOKLYN,NY,11205,1069,KINGS,63 FLUSHING AVE BROOKLYN NY 11205,40.6980705,-73.9751082
NY-S-15024,"HIGH FALLS OPERATING CO, LLC",Â,445 ST. PAUL ST,ROCHESTER,NY,14605,1726,MONROE,445 ST. PAUL ST ROCHESTER NY 14605,43.1642335,-77.6152765
NY-S-15025,"NEW YORK DISTILLING COMPANY, LLC",NEW YORK DISTILLING,405 LEONARD ST,BROOKLYN,NY,11222,0,KINGS,405 LEONARD ST BROOKLYN NY 11222,40.7186012,-73.9484718
NY-S-15026,STILLTHEONE DISTILLERY LLC,Â,1 MARTIN PL,PORT CHESTER,NY,10573,0,WESTCHESTER,1 MARTIN PL PORT CHESTER NY 10573,40.997719,-73.660043
NY-S-15027,SARATOGA DISTILLERIES INC.,Â,2474 OLD MILL RD,GALWAY,NY,12074,2315,SARATOGA,2474 OLD MILL RD GALWAY NY 12074,43.036248,-74.004321
NY-S-15028,BREUCKELEN DISTILLING COMPANY INCORPORATED,Â,75-77 19TH ST,BROOKLYN,NY,11232,0,KINGS,75-77 19TH ST BROOKLYN NY 11232,40.6659522,-73.9977529
NY-S-15029,"CATSKILL DISTILLING COMPANY, LTD.",DANCING CAT DISTILLERY,2037 RTE 17 B,BETHEL,NY,12720,5510,SULLIVAN,2037 RTE 17 B BETHEL NY 12720,41.6848968,-74.8761113
NY-S-15030,"KYMAR FARM WINERY AND DISTILLERY, LLC",KYMAR FARM,102 BINDERY LN,CHARLOTTEVILLE,NY,12036,0,SCHOHARIE,102 BINDERY LN CHARLOTTEVILLE NY 12036,42.5464464,-74.6650315
NY-S-15031,"DUDUKJU, LLC",Â,385 GUMAER FALLS RD,WURTSBORO,NY,12790,5230,SULLIVAN,385 GUMAER FALLS RD WURTSBORO NY 12790,41.6035027,-74.4801667
NY-S-15032,"MOTT'S LLP, AMERICAS BEVERAGES MANAGEMENT GP",Â,4363 STATE ROUTE 104,WILLIAMSON,NY,14589,9332,WAYNE,4363 STATE ROUTE 104 WILLIAMSON NY 14589,43.2357157,-77.174951
NY-S-15033,CREAMY CREATION LLC,Â,24 MASSE PL,BATAVIA,NY,14020,0,GENESEE,24 MASSE PL BATAVIA NY 14020,42.9960644,-78.1743207
NY-S-15034,BROOKLYN SPIRITS LLC,Â,299 PARK AVE,BROOKLYN,NY,11205,0,KINGS,299 PARK AVE BROOKLYN NY 11205,40.6960885,-73.966165
NY-S-15038,"TIRADO DISTILLERY, INC.",Â,753 E 134TH ST,BRONX,NY,10454,3419,BRONX,753 E 134TH ST BRONX NY 10454,40.8020888,-73.9135514
